기사제목,언론사,리뷰횟수,섹션
"'지지율 71%' 취임 4년차 진입 문 대통령   ""전국민 고용보험시대의 기초를 놓겠다""",오마이뉴스,78228,정치
"文 ""北 코로나로 어려움···남북협력 독촉만 할순 없는 상황""",중앙일보,74130,정치
"[이철재의 밀담]""30년전 소총만 붙들고 있다""···차세대 총싸움 뒤처진 한국",중앙일보,73749,정치
"3일 연속 확진자…軍, 코로나에 다시 비상모드",중앙일보,71787,정치
"정 총리 “‘특정 커뮤니티 비난, 방역에 도움 안돼”",서울신문,71601,정치
"[풀영상] 문 대통령 ""'세계 선도 대한민국' 목표…질본, 청 승격""",SBS,70978,정치
"문 대통령 ""질병관리본부, 청으로 승격…방역 1등 국가 될 것""(종합2보)",연합뉴스,68545,정치
"‘이용수 할머니 기억 탓’ 윤미향 논란… 김근식 “與인사 뻔뻔함, 일상이고 습관”",세계일보,66774,정치
"정경심, 200일 만에 석방…지지자 향해 인사 후 떠나",동아일보,66415,정치
이광재 '문 대통령=태종' 비유에…이방원 시로 저격한 진중권,중앙일보,63563,정치
"文대통령 ""北 코로나로 어려움 있을 것, 독촉만 할수없는 상황""",조선일보,62303,정치
"홍준표 ""주호영 '혁신비대위' 꾸리고, 한국당과 합당해야... 김종인 미련 그만""",경향신문,58792,정치
청와대는 왜 공약집에 없던 '전국민 고용보험' 꺼냈나,노컷뉴스,58711,정치
"'위안부합의 사전설명' 놓고…""가짜뉴스""vs""윤미향 감싸기 급급""(종합)",연합뉴스,57832,정치
[심수미의 View] 대통령이 다시 던진 화두…'전 국민 고용보험 시대',JTBC,57197,정치
"군, '이태원클럽' 간 간부 2명 징계 방침…사이버사 전원 검사(종합2보)",연합뉴스,56015,정치
"민경욱 ""사전투표용지 무더기 발견…조작증거""",연합뉴스,271164,정치
"[단독]“위안부 지원금 1억 받으려하자, 윤미향이 못 받게 했다”",중앙일보,259786,정치
"증거 있다던 민경욱 ""서초을 투표용지가 분당을에서 발견""",중앙일보,165096,정치
"말 바뀐 윤미향 ""딸 유학비, 남편 간첩 조작사건 보상금으로 마련""",조선일보,161266,정치
장병들 잇따라 '이태원 자백'···'軍의 한수' 이틀만에 통했다,중앙일보,150040,정치
부정선거 주장 민경욱 “세상 뒤집힐 증거”라며 공개한 것,국민일보,140971,정치
"""세상 뒤집어질 증거""라는 민경욱…일부선 ""의혹만 쏟아냈다""[종합]",한국경제,128320,정치
"장학금이라더니···윤미향 ""딸 유학비, 남편 배상금으로 충당""",중앙일보,120467,정치
[속보] 이태원 방문 자진신고 군장병만 50여명,아시아경제,114146,정치
"재난지원금 신청 첫날···""신청 안합니다"" 기부 서약서 든 여당",중앙일보,108407,정치
"[단독] ""할머니들 만나지말고 나한테만 얘기하라""…윤미향, 당시 외교부에 요구",매일경제,107131,정치
[속보] 구직자에 6개월간 50만원···예술인도 고용보험 된다,중앙일보,106730,정치
[단독] 윤미향 “딸 유학비는 ‘간첩 조작’ 남편 피해 보상금으로 마련”,한겨레,99773,정치
저소득 구직자에 ‘월 50만원 지급안’ 의결,세계일보,95889,정치
"""문 열어, 이 빨갱이 XX들아"".... 국회 온 '총선 조작설' 민경욱 지지자들",오마이뉴스,95547,정치
"정부, 미국에 마스크 200만 장 지원…“코로나19 공조 차원”",KBS,95123,정치
軍 간부 3명 코로나19 추가확진…이태원 방문 자진신고 49명(종합),뉴시스,91285,정치
"조해진 ""윤미향 부부 연 수입 5000만원인데 딸 유학비는 1억""",중앙일보,89560,정치
"""장관님 발언 위험합니다"" 김경수와 박능후, 성소수자 문제로...",조선일보,82594,정치
"하태경, '빼박 증거' 예고 민경욱에 ""논쟁 종지부…감사""",뉴시스,82085,정치
"靑대변인 “文대통령 3년 태종이었다면, 2년은 세종으로”",조선일보,79020,정치
[단독]GP 통제실 발사 장치 먹통… K-6기관총 대신 K-3로 北에 응사,동아일보,78515,정치
"軍, 이태원발 확진자 3명 추가…이태원 방문자 49명 자진 신고",중앙일보,78187,정치
"정세균 총리 “이태원 방문자, 협조 늦어지면 고강도 대책”",한국일보,76185,정치
"韓정부, 미국에 마스크 200만장 긴급지원",서울경제,75863,정치
"나라 뒤흔들 증거 있다더니…민경욱, 여전히 재탕에 맹탕",노컷뉴스,75337,정치
"9·19 합의 주도한 김도균 對北정책관, 사단장 안거치고 첫 수방사령관 승진",조선일보,74065,정치
민경욱 “통합당 당선인도 조작 가능성…억울하면 재검표해야”,KBS,73921,정치
"재난지원금 먼저 해본 이재명 ""10만원 지급 일상되면 좋겠다""",매일경제,73172,정치
"[영상]'개표 조작' 주장 민경욱...""세상 뒤집어질 증거""라며 공개한 것",뉴스1,70683,정치
"[속보] 선관위, 경기도 구리서 비례 투표용지 유출 확인",세계일보,282092,정치
"[종합]민경욱 ""사전투표용지 무더기 발견""…진중권 ""난리 치고 꺼낸 증거? 쥐새끼 한 마리""",아시아경제,248329,정치
민경욱 “사전투표용지 무더기 발견… 조작 증거”,세계일보,171428,정치
"배상판결 받은 웜비어 부모, 北자산 추적... 291억원 찾아냈다",조선일보,165645,정치
"선관위 ""민경욱 입수한 투표용지, 구리서 분실한 6장 맞다""",중앙일보,151481,정치
"전여옥 ""윤미향은 여자 조국으로 등극... 남편은 삥 뜯는 기자""",조선일보,146458,정치
"선관위, 경기도 구리서 투표용지 유출 확인",연합뉴스,140827,정치
"방송 탔던 `오거돈 반려견`, 吳 잠적에 버려져…市 입양",매일경제,130672,정치
"윤미향 ""딸 다니는 UCLA까지…탈탈 털린 조국 생각나""",연합뉴스,130500,정치
“통합당이 원래 이긴 것” “민경욱 대통령!”… 진중권 “영원한 루저의 길”,세계일보,121374,정치
우상호 “우리의 ‘망한 경험’ 배워라…나라면 유승민 세울 것” [보수의 미래],경향신문,114569,정치
"박지원 “마라톤으로 200만표 확보했지만, 안철수 시대는 지났다”",한겨레,113197,정치
"윤미향 ""참 가슴아프다…남편 배상금으로 딸 유학, 이런 말까지 해야하니""",뉴스1,111286,정치
"[단독] ""할머니들 만나지말고 나한테만 얘기하라""…윤미향, 당시 외교부에 요구",매일경제,109791,정치
"윤미향 ""6개월간 숨소리까지 탈탈 털린 조국 생각나는 아침""",중앙일보,109134,정치
"""윤미향, 2016년 딸 유학비를 2018년 보상금으로 댔다고?""",조선일보,107467,정치
"민경욱 ""사전투표용지 무더기 발견…조작증거""",연합뉴스,105744,정치
"백승주 막말 ""김태년, 병원 가서 정신 감정 받아보라""",오마이뉴스,103330,정치
민경욱이 흔든 '투표 용지 증거'…구리 선관위서 유출,JTBC,100636,정치
“그 난리 치더니 증거는 고작…” 민경욱 비판한 진중권,국민일보,97314,정치
"선관위, 경기 구리서 투표용지 유출 확인…대검에 수사의뢰(종합)",연합뉴스,92393,정치
"“수출규제 이달 끝내라” 정부, 일본에 최후통첩",서울신문,89661,정치
"[종합]""세상 뒤집어질 증거"" 민경욱·이언주 등 통합당 사전투표 줄줄이 의혹 제기",아시아경제,85122,정치
‘저소득층 구직자에 월 50만원 지급’안 국회 환노위 통과,세계일보,84117,정치
"민경욱이 흔들어댄 투표용지 6장, 구리 선관위가 분실…""조작 증거도 안돼""",뉴스1,81879,정치
"윤미향 ""가족 숨소리까지 탈탈 털린 조국 생각난다…통합당의 모략극""",아시아경제,81667,정치
"1430표 차이로···눈물 흘린 이언주 제기한 '증거보전 신청' 인용, 재검표 가나",서울경제,81533,정치
"이나영 정의연 이사장 ""외부 회계 감사 안 받겠다""",조선일보,78196,정치
[비하인드+] 세상 뒤집힐 증거가 '기뻐하지 않은 것'?,JTBC,73370,정치
민경욱 “미개표 총선 사전투표지 무더기 입수”에…진중권 “난리 증거가 쥐새끼 한마리”,세계일보,72420,정치
"웜비어家의 집념… 김정은, 유태인 인맥 잘못 건드렸다",조선일보,362438,정치
"소녀상 철거, 기자들도 놀랐다…윤미향 주장 뒷받침 정황",노컷뉴스,187210,정치
민경욱이 흔든 '투표 용지 증거'…구리 선관위서 유출,JTBC,161628,정치
민경욱의 '결정적 증거'... 선관위에 딱 걸리다,오마이뉴스,143096,정치
“여권 대선주자는 이낙연” 36%… “야권은 없다” 28%-“원희룡” 12%,동아일보,133415,정치
"투표지 뭉치 들고 ‘개표조작’ 주장한 민경욱, 선관위에 역공 당하자…",세계일보,126125,정치
[단독]통합당 의원들 ‘1박2일 관광·골프 여행’ 논란,경향신문,123013,정치
진중권 “참패했으면 반성하고 대책 세워야…무슨 정열 남아돌아 ‘민경욱 대통령!’ 코미디”,세계일보,109192,정치
"출근길 대대장이 첫 사격 명령···원격 사격 불발 극복, 북한군 GP 조준사격으로 맞대응",경향신문,108188,정치
[속보]문대통령·시진핑 정상통화…“한중 기업인 신속통로제는 협력 모범사례”,헤럴드경제,101739,정치
"文, 최강욱에 7분 축하전화  ""권력기관 개혁 역할해 달라""",중앙일보,98650,정치
민경욱 투표용지 공개에 선관위 “도난당한 투표용지”,KBS,96964,정치
부정선거→투표지 탈취…판 바뀐 민경욱 논란,노컷뉴스,96501,정치
"[종합]""나를 잡아가라"" 민경욱 투표용지 공개…선관위 ""도난당한 투표용지""",아시아경제,95418,정치
"민경욱, '투표함에 있던' 용지 어떻게 받았나?...선관위도 문제될 듯",YTN,92492,정치
"[속보]'이태원 방문 하사 접촉' 군장병 3명, 재검사서 양성 판정",아시아경제,92212,정치
"부러진 기관총 공이, 불발된 대응사격…GP에 이상없나",노컷뉴스,91218,정치
‘교문동 미스터리’…투표용지 증발 당일 3가지가 없었다,국민일보,90110,정치
구리시 분실 투표용지가 왜 거기서?…민경욱 “선관위 檢수사 의뢰 땡큐”,세계일보,89470,정치
정의연 기부금 장부서 사라진 2억4000만원···엉터리 회계 논란,중앙일보,88424,정치
선관위 '구리 투표용지 유출' 몰랐다,한국경제,86255,정치
초유의 투표용지 유출…선관위 관리실태 도마,연합뉴스,83813,정치
GP 기관총 고장으로…北에 대응사격 32분 걸렸다,매일경제,79709,정치
"선관위 ""구리서 투표용지 유출…민경욱은 입수 경위 밝혀라""",매일경제,78331,정치
침묵 깬 이용수 할머니 “30년 성과 폄훼·소모적 논쟁 그만”,한겨레,77009,정치
"선관위, 경기 구리서 투표용지 유출 확인…대검에 수사의뢰(종합)",연합뉴스,76669,정치
"""이 방안을 왜 이제야?"" 문대통령 송곳질문에 장관들 '긴장'",뉴스1,75657,정치
"""민경욱이 흔든 투표용지 6장은 진짜""... 선관위, 檢수사의뢰",서울경제,74327,정치
"[단독] ""정대협·정의연 소식지 편집회사 대표는 윤미향 남편""",중앙일보,71257,정치
선관위 “민경욱 입수 투표용지 본투표용”… 대검에 수사의뢰,세계일보,69460,정치
"노무현-문재인 지키던 호위무사 주영훈, 돌연 교체된 이유는",조선일보,286459,정치
"김어준 ""공개 원치않는 기부자 많아 내역 못 밝혀""  윤미향 ""그렇다""",조선일보,175571,정치
봉인도 잠금장치도 없었다… ‘교문동 투표용지 미스터리’,국민일보,123270,정치
"""윤미향, 기부자가 안원해서 내역 못밝힌다? 국민이 바보인가""",조선일보,115247,정치
"민경욱, 투표용지 유출 '징역 1년' 인데··· 현상금 걸고 ""제보 더 달라""",서울경제,108618,정치
"미래통합당, 미래한국당과 합당 선언",경향신문,104829,정치
침묵 깬 이용수 할머니 “30년 성과 폄훼·소모적 논쟁 그만”,한겨레,103084,정치
"文대통령 신임받던 주영훈 경호처장, 돌연 사의 표명 배경은",동아일보,93614,정치
"1.5㎞서 쏴 GP에 4발 꽂혔다면서… 軍 끝까지 ""北 우발적""",조선일보,85587,정치
"""윤미향, 신종 보이스 피싱"" 할머니 기부금을 왜 본인계좌로 받나",조선일보,84362,정치
[포착] 주호영·김태년 사이로 ‘빼꼼’…체급 달라진 배현진,국민일보,82618,정치
"성폭행 지시 ‘갓갓’ 문형욱, 피해자 어머니까지 협박",동아일보,82248,정치
"[레이더P] 정의연, 과거에도 위안부 할머니에게 ""더러운 돈 받으면 화냥X 된다"" 발언",매일경제,81452,정치
‘무대’ 김무성의 ‘제2의 무대’…킹메이커 시동 거나,한겨레,78228,정치
"'민경욱 공개 6장', 개표장 출입 300명 중 누군가 훔쳤다",조선일보,73987,정치
"이준석 ""민경욱에 전화 많이 했는데 안 받더라""",이데일리,73927,정치
"여연 ""부정선거 아니다"" 결론 내렸는데... '선거조작설' 포기 못하는 통합당",오마이뉴스,68066,정치
"문 대통령, 경호처장 교체…주영훈 후임으로 유연상 발탁",KBS,64656,정치
"하태경 ""국민이 바보? 개인계좌로 모금 받은 윤미향 퇴출 대상""",한국경제,63421,정치
"민경욱이 흔든 투표용지…선관위 ""누군가 훔쳐갔다""",JTBC,63244,정치
"文대통령, 최강욱에 축하전화 ""열린민주당 역할 중요하다""",조선일보,62081,정치
"조국 아내 이어 동생도 석방…""총선 승리의 힘""",한국경제,60911,정치
